subfolder_name,step_nr,log_time,eval_return
alien,10000,2026-03-12 14:40:39.205531,270.6000061035156
alien,20000,2026-03-12 16:08:45.609582,140.0
alien,30000,2026-03-12 17:27:00.624092,337.79998779296875
alien,40000,2026-03-12 18:35:45.388054,619.7000122070312
alien,50000,2026-03-12 19:31:45.332944,368.79998779296875
alien,60000,2026-03-12 20:32:02.086647,769.4000244140625
alien,70000,2026-03-12 21:32:20.617819,834.2999877929688
alien,80000,2026-03-12 22:27:45.746410,732.0999755859375
alien,90000,2026-03-12 23:35:17.042753,675.0999755859375
alien,100000,2026-03-13 00:31:17.373281,752.9000244140625
alien,110000,2026-03-13 01:25:37.096453,760.5999755859375
alien,120000,2026-03-13 02:26:56.796990,1040.300048828125
alien,130000,2026-03-13 03:24:53.028993,984.2000122070312
alien,140000,2026-03-13 04:19:04.367321,1187.9000244140625
alien,150000,2026-03-13 05:16:23.485134,1165.9000244140625
alien,160000,2026-03-13 06:13:41.685255,1511.699951171875
alien,170000,2026-03-13 07:08:43.312114,1493.5999755859375
alien,180000,2026-03-13 07:58:51.052614,1292.5
alien,190000,2026-03-13 08:55:13.353229,1169.699951171875
alien,200000,2026-03-13 09:45:35.475157,1383.5
alien,210000,2026-03-13 10:40:39.279207,1509.5
alien,220000,2026-03-13 11:35:58.191182,1560.9000244140625
alien,230000,2026-03-13 12:31:14.879753,1697.199951171875
alien,240000,2026-03-13 13:20:09.769429,1578.0
alien,250000,2026-03-13 14:09:37.742175,1582.199951171875
alien,260000,2026-03-13 14:57:20.163794,1653.199951171875
alien,270000,2026-03-13 15:40:37.821465,1626.199951171875
alien,280000,2026-03-13 16:22:41.321911,1650.5999755859375
alien,290000,2026-03-13 17:12:33.617575,1631.9000244140625
alien,300000,2026-03-13 17:57:33.649098,1636.0
alien,310000,2026-03-13 18:38:51.320727,1657.0
alien,320000,2026-03-13 19:21:40.840983,1663.5
alien,330000,2026-03-13 20:03:19.073236,1661.0999755859375
alien,340000,2026-03-13 20:49:01.842896,1701.4000244140625
alien,350000,2026-03-13 21:38:13.168507,1649.5
alien,360000,2026-03-13 22:18:58.660400,1693.9000244140625
alien,370000,2026-03-13 22:49:45.718092,1645.800048828125
alien,380000,2026-03-13 23:27:12.226756,1711.9000244140625
alien,390000,2026-03-13 23:56:46.208112,1696.0
alien,400000,2026-03-14 00:24:10.219918,1737.199951171875
amidar,10000,2026-03-10 01:56:15.995923,2.109999895095825
amidar,20000,2026-03-10 03:27:54.790509,31.40999984741211
amidar,30000,2026-03-10 05:01:29.328570,44.290000915527344
amidar,40000,2026-03-10 06:37:22.408259,41.060001373291016
amidar,50000,2026-03-10 08:16:11.822160,59.099998474121094
amidar,60000,2026-03-10 09:49:56.016907,52.18000030517578
amidar,70000,2026-03-10 11:06:40.322647,48.779998779296875
amidar,80000,2026-03-10 12:34:57.785468,66.56999969482422
amidar,90000,2026-03-10 14:10:36.693394,50.58000183105469
amidar,100000,2026-03-10 15:37:07.783515,57.0
amidar,110000,2026-03-10 17:10:24.726949,59.09000015258789
amidar,120000,2026-03-10 18:45:03.295226,99.79000091552734
amidar,130000,2026-03-10 20:25:30.778018,100.5
amidar,140000,2026-03-10 21:58:49.312777,96.7699966430664
amidar,150000,2026-03-10 23:41:45.114821,99.0199966430664
amidar,160000,2026-03-11 01:07:25.784644,86.0199966430664
amidar,170000,2026-03-11 02:40:44.681753,99.61000061035156
amidar,180000,2026-03-11 03:54:48.918396,101.86000061035156
amidar,190000,2026-03-11 05:27:00.305362,103.62000274658203
amidar,200000,2026-03-11 07:01:35.992722,106.7699966430664
amidar,210000,2026-03-11 08:31:02.287710,108.91000366210938
amidar,220000,2026-03-11 10:05:10.087521,118.58000183105469
amidar,230000,2026-03-11 11:44:31.789267,124.41999816894531
amidar,240000,2026-03-11 13:20:34.710411,109.7300033569336
amidar,250000,2026-03-11 15:01:49.487026,143.77000427246094
amidar,260000,2026-03-11 16:42:47.446259,121.94000244140625
amidar,270000,2026-03-11 18:16:14.598985,124.98999786376953
amidar,280000,2026-03-11 20:01:00.541691,144.39999389648438
amidar,290000,2026-03-11 21:31:38.935346,167.25999450683594
amidar,300000,2026-03-11 23:06:55.282472,148.22000122070312
amidar,310000,2026-03-12 00:42:53.288780,175.77999877929688
amidar,320000,2026-03-12 02:14:17.486796,177.5
amidar,330000,2026-03-12 03:47:53.685599,170.63999938964844
amidar,340000,2026-03-12 05:25:49.959946,166.02999877929688
amidar,350000,2026-03-12 06:57:51.637154,168.5500030517578
amidar,360000,2026-03-12 08:32:49.482876,169.52999877929688
amidar,370000,2026-03-12 10:16:21.667336,164.1199951171875
amidar,380000,2026-03-12 11:44:10.714908,171.9499969482422
amidar,390000,2026-03-12 13:02:41.232790,164.3800048828125
amidar,400000,2026-03-12 14:34:27.694051,167.8800048828125
assault,10000,2026-03-09 22:27:49.942156,165.89999389648438
assault,20000,2026-03-10 01:30:26.501389,68.45999908447266
assault,30000,2026-03-10 03:02:56.121492,432.80999755859375
assault,40000,2026-03-10 04:32:48.862978,302.3999938964844
assault,50000,2026-03-10 06:03:45.098236,328.0199890136719
assault,60000,2026-03-10 07:18:20.372393,391.6499938964844
assault,70000,2026-03-10 08:53:05.909458,422.8299865722656
assault,80000,2026-03-10 10:29:09.683763,477.94000244140625
assault,90000,2026-03-10 12:17:37.176792,542.5900268554688
assault,100000,2026-03-10 13:50:36.017337,528.5599975585938
assault,110000,2026-03-10 15:29:25.728029,504.2099914550781
assault,120000,2026-03-10 17:25:24.681024,568.0399780273438
assault,130000,2026-03-10 18:46:18.904071,544.0999755859375
assault,140000,2026-03-10 20:31:19.920267,594.280029296875
assault,150000,2026-03-10 22:06:34.391747,543.27001953125
assault,160000,2026-03-10 23:47:04.608855,595.760009765625
assault,170000,2026-03-11 01:16:45.985322,557.3400268554688
assault,180000,2026-03-11 02:52:05.714748,621.5900268554688
assault,190000,2026-03-11 04:28:51.242966,613.2899780273438
assault,200000,2026-03-11 05:56:27.614393,638.9199829101562
assault,210000,2026-03-11 07:42:00.013212,656.1199951171875
assault,220000,2026-03-11 09:17:39.594038,677.1400146484375
assault,230000,2026-03-11 10:45:43.794252,673.7999877929688
assault,240000,2026-03-11 12:19:25.181985,655.75
assault,250000,2026-03-11 14:02:16.080979,699.8800048828125
assault,260000,2026-03-11 15:32:09.401470,692.3200073242188
assault,270000,2026-03-11 17:12:24.479366,692.7000122070312
assault,280000,2026-03-11 18:55:18.234392,745.0900268554688
assault,290000,2026-03-11 20:27:52.017918,715.47998046875
assault,300000,2026-03-11 22:04:48.203239,733.760009765625
assault,310000,2026-03-11 23:40:08.003150,759.0900268554688
assault,320000,2026-03-12 01:30:46.682064,762.6099853515625
assault,330000,2026-03-12 02:47:24.427821,787.77001953125
assault,340000,2026-03-12 04:41:13.741774,782.3099975585938
assault,350000,2026-03-12 06:13:30.718378,785.25
assault,360000,2026-03-12 07:48:43.474230,775.530029296875
assault,370000,2026-03-12 09:22:04.291101,779.4099731445312
assault,380000,2026-03-12 10:53:47.804371,806.27001953125
assault,390000,2026-03-12 12:27:27.911226,954.010009765625
assault,400000,2026-03-12 13:57:47.683912,951.1799926757812
asterix,10000,2026-03-12 15:44:01.495574,201.0
asterix,20000,2026-03-12 17:34:02.880768,650.0
asterix,30000,2026-03-12 18:30:42.195195,275.5
asterix,40000,2026-03-12 19:22:54.132527,180.0
asterix,50000,2026-03-12 20:20:20.313868,226.0
asterix,60000,2026-03-12 21:13:05.092487,264.5
asterix,70000,2026-03-12 21:58:15.868146,335.0
asterix,80000,2026-03-12 23:03:32.515615,337.5
asterix,90000,2026-03-13 00:02:25.900926,554.0
asterix,100000,2026-03-13 01:01:31.556423,630.0
asterix,110000,2026-03-13 02:13:30.444487,616.0
asterix,120000,2026-03-13 03:09:47.117311,594.0
asterix,130000,2026-03-13 04:05:10.202635,602.0
asterix,140000,2026-03-13 05:00:42.723402,664.5
asterix,150000,2026-03-13 05:54:49.113294,596.5
asterix,160000,2026-03-13 06:36:32.347751,544.5
asterix,170000,2026-03-13 07:28:39.773295,704.5
asterix,180000,2026-03-13 08:14:04.274348,671.5
asterix,190000,2026-03-13 09:03:56.773417,783.5
asterix,200000,2026-03-13 09:53:08.095721,769.0
asterix,210000,2026-03-13 10:49:14.817345,781.5
asterix,220000,2026-03-13 11:33:28.278715,718.5
asterix,230000,2026-03-13 12:19:56.052742,638.0
asterix,240000,2026-03-13 13:04:11.782387,710.0
asterix,250000,2026-03-13 13:54:03.450448,719.5
asterix,260000,2026-03-13 14:37:52.212364,696.5
asterix,270000,2026-03-13 15:22:57.926963,826.5
asterix,280000,2026-03-13 16:08:43.094939,860.5
asterix,290000,2026-03-13 16:49:43.148235,890.5
asterix,300000,2026-03-13 17:40:05.348671,919.5
asterix,310000,2026-03-13 18:20:07.590730,947.0
asterix,320000,2026-03-13 19:03:33.744802,865.0
asterix,330000,2026-03-13 19:47:16.525456,1017.0
asterix,340000,2026-03-13 20:27:52.202326,1025.0
asterix,350000,2026-03-13 21:19:39.802207,1010.5
asterix,360000,2026-03-13 21:52:15.162313,955.5
asterix,370000,2026-03-13 22:31:37.460372,1173.5
asterix,380000,2026-03-13 23:03:05.800434,1155.0
asterix,390000,2026-03-13 23:41:08.289417,1095.0
asterix,400000,2026-03-14 00:09:37.613306,1063.5
bank_heist,10000,2026-03-09 13:24:41.149962,12.100000381469727
bank_heist,20000,2026-03-09 15:04:39.908111,0.0
battle_zone,10000,2026-03-09 13:58:08.779384,2500.0
battle_zone,20000,2026-03-09 15:59:52.994748,60.0
boxing,10000,2026-03-09 14:08:38.988316,-4.090000152587891
boxing,20000,2026-03-09 16:34:07.293240,-7.360000133514404
boxing,30000,2026-03-09 18:12:20.286456,-1.3899999856948853
boxing,40000,2026-03-09 19:47:37.197511,30.549999237060547
boxing,50000,2026-03-09 21:13:24.120080,31.739999771118164
boxing,60000,2026-03-09 22:55:42.188146,43.310001373291016
boxing,70000,2026-03-10 00:50:25.182064,57.939998626708984
boxing,80000,2026-03-10 02:46:38.449436,61.66999816894531
boxing,90000,2026-03-10 04:55:14.330538,60.70000076293945
