subfolder_name,step_nr,log_time,eval_return
finger_turn_hard,145000,2025-10-13 01:36:10.827394,579.9000244140625
finger_turn_hard,155000,2025-10-13 02:09:02.010358,656.0999755859375
finger_turn_hard,165000,2025-10-13 02:41:48.650637,311.3999938964844
finger_turn_hard,175000,2025-10-13 03:14:40.459903,463.20001220703125
finger_turn_hard,185000,2025-10-13 03:47:30.983093,572.0999755859375
finger_turn_hard,195000,2025-10-13 04:20:17.885758,594.2000122070312
finger_turn_hard,205000,2025-10-13 04:52:58.563398,575.2999877929688
finger_turn_hard,215000,2025-10-13 05:25:47.390344,239.3000030517578
finger_turn_hard,225000,2025-10-13 05:58:40.467049,256.29998779296875
finger_turn_hard,235000,2025-10-13 06:31:32.591722,568.0999755859375
finger_turn_hard,245000,2025-10-13 07:04:24.826367,603.7000122070312
finger_turn_hard,255000,2025-10-13 07:37:12.252227,779.5
finger_turn_hard,265000,2025-10-13 08:09:51.088649,797.7000122070312
finger_turn_hard,275000,2025-10-13 08:42:43.766954,823.5999755859375
finger_turn_hard,285000,2025-10-13 09:15:44.068206,746.5
finger_turn_hard,295000,2025-10-13 09:48:47.990832,742.0
finger_turn_hard,305000,2025-10-13 10:21:46.910174,821.4000244140625
finger_turn_hard,315000,2025-10-13 10:54:31.940711,697.5999755859375
finger_turn_hard,325000,2025-10-13 11:27:20.142689,676.2000122070312
finger_turn_hard,335000,2025-10-13 12:00:09.285907,661.5
finger_turn_hard,345000,2025-10-13 12:33:00.086030,701.7000122070312
finger_turn_hard,355000,2025-10-13 13:05:56.815203,673.2999877929688
finger_turn_hard,365000,2025-10-13 13:38:46.136104,830.5999755859375
finger_turn_hard,375000,2025-10-13 14:12:07.913369,852.2000122070312
finger_turn_hard,385000,2025-10-13 14:45:12.149032,901.2000122070312
finger_turn_hard,395000,2025-10-13 15:18:01.592265,865.2999877929688
finger_turn_hard,405000,2025-10-13 15:50:21.120204,877.0999755859375
finger_turn_hard,415000,2025-10-13 16:22:38.227620,811.5
finger_turn_hard,425000,2025-10-13 16:55:08.301961,902.2999877929688
finger_turn_hard,435000,2025-10-13 17:27:35.092562,908.5999755859375
finger_turn_hard,445000,2025-10-13 17:59:54.442593,731.5
finger_turn_hard,455000,2025-10-13 18:32:17.175230,882.2999877929688
finger_turn_hard,465000,2025-10-13 19:04:32.659426,762.4000244140625
finger_turn_hard,475000,2025-10-13 19:36:34.045114,877.7000122070312
finger_turn_hard,485000,2025-10-13 20:08:00.303037,896.5999755859375
finger_turn_hard,495000,2025-10-13 20:37:35.255306,885.5999755859375
finger_turn_hard,505000,2025-10-13 21:06:47.605824,867.2000122070312
hopper_hop,5000,2025-10-12 17:49:42.361701,0.05944398418068886
hopper_hop,15000,2025-10-12 18:23:32.503497,0.2673031985759735
hopper_hop,25000,2025-10-12 18:56:26.520617,0.022771818563342094
hopper_hop,35000,2025-10-12 19:29:13.908584,4.028751850128174
hopper_hop,45000,2025-10-12 20:01:52.042316,7.783342361450195
hopper_hop,55000,2025-10-12 20:34:28.072019,6.364736080169678
hopper_hop,65000,2025-10-12 21:07:10.307931,11.315393447875977
hopper_hop,75000,2025-10-12 21:39:53.926682,14.15345287322998
hopper_hop,85000,2025-10-12 22:12:49.597794,47.39361572265625
hopper_hop,95000,2025-10-12 22:45:47.952277,55.97187042236328
hopper_hop,105000,2025-10-12 23:19:08.988456,41.21550369262695
hopper_hop,115000,2025-10-12 23:51:41.305291,39.75197982788086
hopper_hop,125000,2025-10-13 00:23:54.466365,67.05451202392578
hopper_hop,135000,2025-10-13 00:55:55.070802,63.717952728271484
hopper_hop,145000,2025-10-13 01:28:12.502090,85.66181182861328
hopper_hop,155000,2025-10-13 02:00:06.984914,77.91077423095703
hopper_hop,165000,2025-10-13 02:32:21.848264,92.03087615966797
hopper_hop,175000,2025-10-13 03:04:21.321815,103.53257751464844
hopper_hop,185000,2025-10-13 03:36:20.087829,58.70415496826172
hopper_hop,195000,2025-10-13 04:08:12.502979,81.57917022705078
hopper_hop,205000,2025-10-13 04:40:05.270837,85.84342956542969
hopper_hop,215000,2025-10-13 05:11:59.977831,89.31018829345703
hopper_hop,225000,2025-10-13 05:43:47.644378,107.28904724121094
hopper_hop,235000,2025-10-13 06:15:31.520463,116.98469543457031
hopper_hop,245000,2025-10-13 06:47:27.001091,108.42887878417969
hopper_hop,255000,2025-10-13 07:19:11.326071,109.32069396972656
hopper_hop,265000,2025-10-13 07:51:00.539667,97.39868927001953
hopper_hop,275000,2025-10-13 08:22:40.784719,125.05274200439453
hopper_hop,285000,2025-10-13 08:54:40.576047,95.38836669921875
hopper_hop,295000,2025-10-13 09:26:41.140568,153.4762725830078
hopper_hop,305000,2025-10-13 09:58:46.810363,158.3422088623047
hopper_hop,315000,2025-10-13 10:30:36.413762,120.56524658203125
hopper_hop,325000,2025-10-13 11:02:04.889490,155.04481506347656
hopper_hop,335000,2025-10-13 11:33:57.393462,174.9528045654297
hopper_hop,345000,2025-10-13 12:05:49.841413,160.0654296875
hopper_hop,355000,2025-10-13 12:37:32.437844,171.8057098388672
hopper_hop,365000,2025-10-13 13:09:32.772068,195.54690551757812
hopper_hop,375000,2025-10-13 13:41:49.393638,167.901611328125
hopper_hop,385000,2025-10-13 14:14:01.784720,202.14126586914062
hopper_hop,395000,2025-10-13 14:46:08.694096,162.25161743164062
hopper_hop,405000,2025-10-13 15:18:00.253156,196.53953552246094
hopper_hop,415000,2025-10-13 15:49:20.939961,203.76893615722656
hopper_hop,425000,2025-10-13 16:20:47.552685,213.31163024902344
hopper_hop,435000,2025-10-13 16:52:12.804277,190.48028564453125
hopper_hop,445000,2025-10-13 17:23:39.571168,219.6994171142578
hopper_hop,455000,2025-10-13 17:55:09.230594,190.13792419433594
hopper_hop,465000,2025-10-13 18:26:52.209449,191.20376586914062
hopper_hop,475000,2025-10-13 18:58:20.061630,233.40316772460938
hopper_hop,485000,2025-10-13 19:29:51.532143,230.52540588378906
hopper_hop,495000,2025-10-13 20:00:47.758351,227.95028686523438
hopper_hop,505000,2025-10-13 20:30:25.555518,234.38656616210938
hopper_stand,5000,2025-10-12 17:49:33.220915,2.2517032623291016
hopper_stand,15000,2025-10-12 18:23:41.646877,60.450138092041016
hopper_stand,25000,2025-10-12 18:56:52.119971,302.83514404296875
hopper_stand,35000,2025-10-12 19:29:58.670129,210.69570922851562
hopper_stand,45000,2025-10-12 20:02:45.329176,350.16943359375
hopper_stand,55000,2025-10-12 20:35:20.806762,226.95724487304688
hopper_stand,65000,2025-10-12 21:07:58.279506,491.52435302734375
hopper_stand,75000,2025-10-12 21:40:36.729084,566.16796875
hopper_stand,85000,2025-10-12 22:13:28.607022,463.3883056640625
hopper_stand,95000,2025-10-12 22:46:14.949003,537.500732421875
hopper_stand,105000,2025-10-12 23:19:13.750834,581.0547485351562
hopper_stand,115000,2025-10-12 23:52:31.519026,634.6920776367188
hopper_stand,125000,2025-10-13 00:24:47.746077,815.4301147460938
hopper_stand,135000,2025-10-13 00:56:58.250271,771.153076171875
hopper_stand,145000,2025-10-13 01:29:12.995567,772.2149047851562
hopper_stand,155000,2025-10-13 02:01:32.153087,687.67626953125
hopper_stand,165000,2025-10-13 02:33:49.521074,833.7937622070312
hopper_stand,175000,2025-10-13 03:05:52.543257,762.973876953125
hopper_stand,185000,2025-10-13 03:38:09.792364,793.9669799804688
hopper_stand,195000,2025-10-13 04:10:09.984399,632.9012451171875
hopper_stand,205000,2025-10-13 04:42:16.681929,644.6650390625
hopper_stand,215000,2025-10-13 05:14:18.622821,798.7160034179688
hopper_stand,225000,2025-10-13 05:46:18.998093,842.5995483398438
hopper_stand,235000,2025-10-13 06:18:21.637852,837.7499389648438
hopper_stand,245000,2025-10-13 06:50:28.031490,893.7496337890625
hopper_stand,255000,2025-10-13 07:22:16.364925,882.1492309570312
hopper_stand,265000,2025-10-13 07:54:12.201712,879.7650146484375
hopper_stand,275000,2025-10-13 08:25:58.252658,809.6038208007812
hopper_stand,285000,2025-10-13 08:57:58.438365,812.3363647460938
hopper_stand,295000,2025-10-13 09:29:46.126885,916.36865234375
hopper_stand,305000,2025-10-13 10:01:51.418615,845.4513549804688
hopper_stand,315000,2025-10-13 10:33:58.675571,769.3392333984375
hopper_stand,325000,2025-10-13 11:06:43.244959,904.7443237304688
hopper_stand,335000,2025-10-13 11:39:19.758570,839.4288940429688
hopper_stand,345000,2025-10-13 12:11:55.370135,893.9459228515625
hopper_stand,355000,2025-10-13 12:44:33.300964,841.8492431640625
hopper_stand,365000,2025-10-13 13:17:28.523074,854.1998291015625
hopper_stand,375000,2025-10-13 13:50:17.495229,801.52783203125
hopper_stand,385000,2025-10-13 14:22:58.507457,805.76708984375
hopper_stand,395000,2025-10-13 14:55:35.747768,761.1341552734375
hopper_stand,405000,2025-10-13 15:28:06.469528,901.8178100585938
hopper_stand,415000,2025-10-13 16:00:11.503897,872.0921630859375
hopper_stand,425000,2025-10-13 16:32:15.021686,833.8697509765625
hopper_stand,435000,2025-10-13 17:04:09.770068,892.7542114257812
hopper_stand,445000,2025-10-13 17:36:09.622846,886.13232421875
hopper_stand,455000,2025-10-13 18:08:16.986029,835.7720336914062
hopper_stand,465000,2025-10-13 18:40:31.073848,205.95135498046875
hopper_stand,475000,2025-10-13 19:12:37.947594,830.60888671875
hopper_stand,485000,2025-10-13 19:44:32.603620,895.449951171875
hopper_stand,495000,2025-10-13 20:15:23.737545,771.0647583007812
hopper_stand,505000,2025-10-13 20:44:54.777484,875.716064453125
pendulum_swingup,5000,2025-10-12 17:48:32.092253,0.0
pendulum_swingup,15000,2025-10-12 18:20:40.712530,1.100000023841858
pendulum_swingup,25000,2025-10-12 18:51:48.746737,5.699999809265137
pendulum_swingup,35000,2025-10-12 19:22:47.978761,17.0
pendulum_swingup,45000,2025-10-12 19:53:35.087291,17.299999237060547
pendulum_swingup,55000,2025-10-12 20:24:28.312743,187.1999969482422
pendulum_swingup,65000,2025-10-12 20:55:05.466691,0.0
pendulum_swingup,75000,2025-10-12 21:25:43.103765,0.0
pendulum_swingup,85000,2025-10-12 21:56:33.936257,281.3999938964844
pendulum_swingup,95000,2025-10-12 22:27:14.107656,93.0999984741211
pendulum_swingup,105000,2025-10-12 22:57:53.320451,95.5999984741211
pendulum_swingup,115000,2025-10-12 23:28:44.460864,481.3999938964844
pendulum_swingup,125000,2025-10-12 23:59:35.009319,468.6000061035156
pendulum_swingup,135000,2025-10-13 00:30:43.747987,0.0
pendulum_swingup,145000,2025-10-13 01:01:38.005232,0.0
pendulum_swingup,155000,2025-10-13 01:32:18.580611,93.19999694824219
pendulum_swingup,165000,2025-10-13 02:03:17.041810,186.0
pendulum_swingup,175000,2025-10-13 02:34:12.458845,18.299999237060547
pendulum_swingup,185000,2025-10-13 03:04:04.786941,385.1000061035156
pendulum_swingup,195000,2025-10-13 03:32:58.940461,18.799999237060547
pendulum_swingup,205000,2025-10-13 04:02:07.655668,28.200000762939453
pendulum_swingup,215000,2025-10-13 04:31:16.975439,42.29999923706055
pendulum_swingup,225000,2025-10-13 05:00:58.339038,49.900001525878906
pendulum_swingup,235000,2025-10-13 05:30:49.869260,287.0
pendulum_swingup,245000,2025-10-13 06:00:33.016717,81.5
pendulum_swingup,255000,2025-10-13 06:30:23.796977,0.0
pendulum_swingup,265000,2025-10-13 07:00:14.870479,0.0
pendulum_swingup,275000,2025-10-13 07:30:26.312616,185.1999969482422
pendulum_swingup,285000,2025-10-13 08:01:02.801935,272.29998779296875
pendulum_swingup,295000,2025-10-13 08:31:41.986964,279.5
pendulum_swingup,305000,2025-10-13 09:02:08.034521,100.0
pendulum_swingup,315000,2025-10-13 09:32:13.618613,277.6000061035156
pendulum_swingup,325000,2025-10-13 10:02:25.758027,44.79999923706055
pendulum_swingup,335000,2025-10-13 10:32:39.803750,184.89999389648438
pendulum_swingup,345000,2025-10-13 11:02:51.511193,0.0
pendulum_swingup,355000,2025-10-13 11:33:05.016414,560.0999755859375
pendulum_swingup,365000,2025-10-13 12:03:16.090545,94.0999984741211
pendulum_swingup,375000,2025-10-13 12:33:34.776485,0.0
pendulum_swingup,385000,2025-10-13 13:03:36.937971,93.9000015258789
pendulum_swingup,395000,2025-10-13 13:34:27.723168,186.39999389648438
pendulum_swingup,405000,2025-10-13 14:04:52.718237,186.0
pendulum_swingup,415000,2025-10-13 14:35:36.604617,369.6000061035156
pendulum_swingup,425000,2025-10-13 15:06:58.858916,37.599998474121094
pendulum_swingup,435000,2025-10-13 15:36:59.106554,186.60000610351562
pendulum_swingup,445000,2025-10-13 16:06:47.723064,278.8999938964844
pendulum_swingup,455000,2025-10-13 16:36:31.783716,373.29998779296875
pendulum_swingup,465000,2025-10-13 17:06:30.181226,187.1999969482422
pendulum_swingup,475000,2025-10-13 17:36:21.041236,0.0
pendulum_swingup,485000,2025-10-13 18:06:00.283818,93.5
pendulum_swingup,495000,2025-10-13 18:36:17.439350,93.80000305175781
