acrobot_swingup_mean,acrobot_swingup_std,cartpole_balance_mean,cartpole_balance_std,cartpole_balance_sparse_mean,cartpole_balance_sparse_std,cartpole_swingup_mean,cartpole_swingup_std,cartpole_swingup_sparse_mean,cartpole_swingup_sparse_std,cheetah_run_mean,cheetah_run_std,finger_spin_mean,finger_spin_std,finger_turn_easy_mean,finger_turn_easy_std,finger_turn_hard_mean,finger_turn_hard_std,hopper_hop_mean,hopper_hop_std,hopper_stand_mean,hopper_stand_std,pendulum_swingup_mean,pendulum_swingup_std,reacher_easy_mean,reacher_easy_std,reacher_hard_mean,reacher_hard_std,walker_run_mean,walker_run_std,walker_stand_mean,walker_stand_std,walker_walk_mean,walker_walk_std
14.728212356567385,,246.0153350830078,,27.700000762939453,,48.71995162963867,,0.0,,12.21872901916504,,0.0,,200.0,,103.1999969482422,,0.0594439841806888,,2.2517032623291016,,0.0,,43.400001525878906,,7.099999904632568,,27.648902893066406,,159.55487060546875,,34.980079650878906,
35.8181037902832,,435.9945983886719,,149.60000610351562,,245.32711791992188,,0.0,,266.8876953125,,97.5,,270.70001220703125,,98.9000015258789,,0.2673031985759735,,60.450138092041016,,1.100000023841858,,62.29999923706055,,18.100000381469727,,105.08979034423828,,535.6654663085938,,305.6616516113281,
77.93132781982422,,616.9069213867188,,261.70001220703125,,369.745849609375,,0.0,,253.5960235595703,,198.1999969482422,,659.5,,186.8000030517578,,0.022771818563342,,302.83514404296875,,5.699999809265137,,162.1999969482422,,30.5,,105.20085906982422,,752.5362548828125,,453.0726623535156,
86.1362075805664,,599.7195434570312,,567.9000244140625,,344.87237548828125,,0.0,,324.5278625488281,,355.8999938964844,,352.79998779296875,,4.699999809265137,,4.028751850128174,,210.6957092285156,,17.0,,608.2999877929688,,933.7999877929688,,129.77288818359375,,698.9154663085938,,563.2672729492188,
58.55730819702149,,654.819580078125,,592.7999877929688,,547.2108154296875,,0.0,,396.9078369140625,,332.1000061035156,,100.0,,92.8000030517578,,7.783342361450195,,350.16943359375,,17.299999237060547,,959.5,,939.0999755859376,,147.38363647460938,,778.2672119140625,,605.156982421875,
91.7343978881836,,669.2727661132812,,999.5,,553.4983520507812,,0.0,,426.1165161132813,,384.1000061035156,,336.3999938964844,,118.9000015258789,,6.364736080169678,,226.95724487304688,,187.1999969482422,,674.2000122070312,,923.7000122070312,,168.07119750976562,,919.5006103515624,,773.56689453125,
149.05572509765625,,840.5270385742188,,761.4000244140625,,409.3377685546875,,0.0,,360.79345703125,,307.8999938964844,,753.7000122070312,,102.0,,11.315393447875977,,491.52435302734375,,0.0,,836.0999755859375,,910.5999755859376,,180.0203857421875,,933.1431274414062,,880.9757080078125,
204.59014892578125,,798.0415649414062,,687.0999755859375,,518.64306640625,,0.0,,247.60317993164065,,322.70001220703125,,190.5,,396.8999938964844,,14.15345287322998,,566.16796875,,0.0,,952.5999755859376,,956.7999877929688,,225.12322998046875,,900.6624145507812,,890.781005859375,
129.7346954345703,,891.3232421875,,1000.0,,557.0542602539062,,0.0,,327.3463134765625,,278.5,,620.2000122070312,,186.3999938964844,,47.39361572265625,,463.3883056640625,,281.3999938964844,,945.7000122070312,,787.7999877929688,,278.3363037109375,,879.944580078125,,818.1539916992188,
117.97405242919922,,796.3434448242188,,581.0999755859375,,672.2020874023438,,0.0,,265.5142822265625,,322.79998779296875,,475.8999938964844,,715.7000122070312,,55.97187042236328,,537.500732421875,,93.0999984741211,,953.7999877929688,,940.5,,263.6141967773437,,854.8922729492188,,884.8577880859375,
